time,lp_id,pct_access,engagement_index
6/02/2020,24711,0.98,1609.04
6/02/2020,52247,0.09,0.89
6/02/2020,10533,0.09,0.89
6/02/2020,67431,0.09,0.89
6/02/2020,54430,1.15,38.12
6/02/2020,32213,11.88,728.72
6/02/2020,31985,0.18,1.77
6/02/2020,97280,2.93,498.23
6/02/2020,25298,0.18,6.21
6/02/2020,94058,0.27,9.75
6/02/2020,89802,0.09,0.89
6/02/2020,22856,0.09,0.89
6/02/2020,66551,0.18,58.51
6/02/2020,50129,0.62,35.46
6/02/2020,80560,0.44,148.05
6/02/2020,88878,0.09,3.55
6/02/2020,43491,0.44,52.3
6/02/2020,51288,0.09,0.89
6/02/2020,65131,0.09,2.66
6/02/2020,68490,0.09,0.89
6/02/2020,47364,10.73,1466.31
6/02/2020,28504,0.8,10.64
6/02/2020,98265,2.48,141.84
6/02/2020,68019,2.3,159.57
6/02/2020,78730,0.53,80.67
6/02/2020,13117,0.09,0.89
6/02/2020,74653,0.09,0.89
6/02/2020,24532,0.09,0.89
6/02/2020,57084,3.19,119.68
6/02/2020,51853,0.09,4.43
6/02/2020,35201,0.35,7.09
6/02/2020,26372,0.27,4.43
6/02/2020,53775,0.18,28.37
6/02/2020,88885,0.09,3.55
6/02/2020,14124,0.09,0.89
6/02/2020,77698,0.09,1.77
6/02/2020,83848,0.27,15.96
6/02/2020,40928,4.43,289.89
6/02/2020,25559,11.79,2593.09
6/02/2020,13699,0.53,20.39
6/02/2020,33326,0.18,13.3
6/02/2020,95253,0.09,0.89
6/02/2020,24342,0.09,3.55
6/02/2020,92993,20.21,3282.8
6/02/2020,80144,0.27,5.32
6/02/2020,56128,0.09,2.66
6/02/2020,30851,0.09,0.89
6/02/2020,47792,0.09,0.89
6/02/2020,12192,0.09,0.89
6/02/2020,95731,21.9,1769.5
6/02/2020,61441,3.81,125
6/02/2020,94984,0.89,15.96
6/02/2020,86775,0.09,17.73
6/02/2020,36620,0.35,28.37
6/02/2020,91030,0.09,1.77
6/02/2020,22510,0.09,2.66
6/02/2020,15254,1.06,190.6
6/02/2020,39299,0.53,22.16
6/02/2020,57949,1.24,559.4
6/02/2020,23483,0.09,1.77
6/02/2020,22741,0.09,0.89
6/02/2020,33624,0.09,5.32
6/02/2020,26488,11.88,3451.24
6/02/2020,16401,0.27,17.73
6/02/2020,64948,0.8,14.18
6/02/2020,26753,0.09,0.89
6/02/2020,29322,0.44,7.98
6/02/2020,66069,0.18,9.75
6/02/2020,86816,0.18,46.99
6/02/2020,50479,0.53,30.14
6/02/2020,22506,0.09,4.43
6/02/2020,76219,0.27,22.16
6/02/2020,93742,0.71,44.33
6/02/2020,49062,0.18,1.77
6/02/2020,64947,1.15,25.71
6/02/2020,16406,0.71,1049.65
6/02/2020,18090,0.09,0.89
6/02/2020,56849,0.09,0.89
6/02/2020,49751,0.09,2.66
6/02/2020,89267,0.09,2.66
6/02/2020,36692,0.18,12.41
6/02/2020,33185,1.06,45.21
6/02/2020,80659,0.18,1.77
6/02/2020,37373,0.09,2.66
6/02/2020,88721,0.09,0.89
6/02/2020,42091,0.27,16.84
6/02/2020,73952,3.01,109.93
6/02/2020,40967,0.09,1.77
6/02/2020,37017,0.09,1.77
6/02/2020,16633,0.09,0.89
6/02/2020,85072,0.09,0.89
6/02/2020,95204,0.09,0.89
6/02/2020,60711,0.09,1.77
6/02/2020,41380,0.09,1.77
6/02/2020,77430,0.18,1.77
6/02/2020,61384,0.09,1.77
6/02/2020,24829,0.27,7.98
6/02/2020,70167,0.18,7.09
6/02/2020,86059,0.27,10.64
6/02/2020,48036,0.09,0.89
6/02/2020,58351,0.09,4.43
6/02/2020,41675,0.09,1.77
6/02/2020,65358,0.09,1.77
6/02/2020,45328,0.09,0.89
6/02/2020,46831,0.09,7.98
6/02/2020,93256,0.09,0.89
6/02/2020,55007,4.96,509.75
6/02/2020,80493,0.09,4.43
6/02/2020,69863,0.71,18.62
6/02/2020,91950,0.09,0.89
6/02/2020,22361,0.09,1.77
6/02/2020,50724,0.09,0.89
6/02/2020,57724,0.09,10.64
6/02/2020,54827,1.86,279.26
6/02/2020,92844,2.66,169.33
6/02/2020,11712,4.88,835.99
6/02/2020,10625,0.44,15.07
6/02/2020,80616,9.4,587.77
6/02/2020,32340,0.09,0.89
6/02/2020,88925,0.09,0.89
6/02/2020,94158,0.09,0.89
6/02/2020,41980,0.09,4.43
6/02/2020,79794,0.09,2.66
7/02/2020,92867,0.09,0.89
7/02/2020,14168,1.15,143.62
7/02/2020,86775,0.09,14.18
7/02/2020,86059,0.27,4.43
7/02/2020,24573,0.09,1.77
7/02/2020,94984,0.18,17.73
7/02/2020,26488,10.64,2828.01
7/02/2020,88925,0.27,6.21
7/02/2020,97280,3.19,705.67
7/02/2020,11635,0.09,0.89
7/02/2020,22741,0.09,1.77
7/02/2020,65358,0.09,1.77
7/02/2020,95731,16.4,1041.67
7/02/2020,35201,0.18,149.82
7/02/2020,91817,0.09,0.89
7/02/2020,26753,0.09,0.89
7/02/2020,50129,0.09,1.77
7/02/2020,98265,1.33,109.93
7/02/2020,86407,0.09,0.89
7/02/2020,24829,3.63,626.77
7/02/2020,51340,0.09,1.77
7/02/2020,66069,0.27,14.18
7/02/2020,29158,0.09,1.77
7/02/2020,36620,0.27,19.5
7/02/2020,75727,0.09,1.77
7/02/2020,11712,1.51,229.61
7/02/2020,19334,0.09,0.89
7/02/2020,25559,8.07,1732.27
7/02/2020,76122,0.35,8.87
7/02/2020,77698,0.09,0.89
7/02/2020,92844,0.53,34.57
7/02/2020,13591,0.09,1.77
7/02/2020,61441,0.89,26.6
7/02/2020,85836,0.27,8.87
7/02/2020,29286,0.09,18.62
7/02/2020,10745,0.18,3.55
7/02/2020,13496,1.68,47.87
7/02/2020,33326,0.18,9.75
7/02/2020,65131,0.09,0.89
7/02/2020,55007,3.81,416.67
7/02/2020,73952,3.81,210.11
7/02/2020,72271,0.09,0.89
7/02/2020,50712,0.18,57.62
7/02/2020,83848,0.09,1.77
7/02/2020,56028,0.09,0.89
7/02/2020,69429,0.18,2.66
7/02/2020,38871,0.09,0.89
7/02/2020,59304,0.09,0.89
7/02/2020,29322,0.09,0.89
7/02/2020,31985,0.09,0.89
7/02/2020,41675,0.09,0.89
7/02/2020,16468,0.09,0.89
7/02/2020,61876,0.09,0.89
7/02/2020,32708,0.09,5.32
7/02/2020,33562,1.68,51.42
7/02/2020,85975,0.27,24.82
7/02/2020,94954,7.45,199.47
7/02/2020,72713,0.18,1.77
7/02/2020,64948,2.3,46.1
7/02/2020,40928,0.09,0.89
7/02/2020,69827,4.96,289.89
7/02/2020,83498,0.09,0.89
7/02/2020,50479,0.62,44.33
7/02/2020,71805,0.89,18.62
7/02/2020,84869,0.09,0.89
7/02/2020,15254,2.13,523.05
7/02/2020,90153,0.09,1.77
7/02/2020,15225,0.18,2.66
7/02/2020,11206,0.09,0.89
7/02/2020,16401,0.18,1.77
7/02/2020,14998,0.18,1.77
7/02/2020,26372,0.35,6.21
7/02/2020,94058,0.18,3.55
7/02/2020,10533,2.22,202.13
7/02/2020,22856,0.09,0.89
7/02/2020,11237,0.35,13.3
7/02/2020,53399,0.09,7.98
7/02/2020,13429,0.09,0.89
7/02/2020,99916,9.93,408.69
7/02/2020,77430,0.09,0.89
7/02/2020,79794,0.09,3.55
7/02/2020,76661,0.27,6.21
7/02/2020,25298,0.09,10.64
7/02/2020,66551,0.09,7.09
7/02/2020,52758,0.09,3.55
7/02/2020,32213,9.49,926.42
7/02/2020,23483,0.09,0.89
7/02/2020,64947,0.98,124.11
7/02/2020,84652,0.18,1.77
7/02/2020,10625,0.18,30.14
7/02/2020,88885,0.09,0.89
7/02/2020,43491,0.62,222.52
7/02/2020,95859,0.44,21.28
7/02/2020,57949,1.24,420.21
7/02/2020,16633,0.09,0.89
7/02/2020,33185,0.44,26.6
7/02/2020,80659,0.09,1.77
7/02/2020,57084,3.46,176.42
7/02/2020,50724,0.09,0.89
7/02/2020,33624,0.09,12.41
7/02/2020,54827,1.06,138.3
7/02/2020,51853,0.44,7.09
7/02/2020,49751,0.09,23.05
7/02/2020,97506,0.09,1.77
7/02/2020,68490,0.09,0.89
7/02/2020,69863,0.35,7.98
7/02/2020,28504,0.62,29.26
7/02/2020,24711,0.09,0.89
7/02/2020,99142,0.09,0.89
7/02/2020,13699,0.44,14.18
7/02/2020,16164,0.18,2.66
7/02/2020,53775,0.27,5.32
7/02/2020,79076,0.09,1.77
7/02/2020,80144,0.27,3.55
7/02/2020,41581,0.09,4.43
7/02/2020,10084,0.09,0.89
7/02/2020,35007,0.18,2.66
7/02/2020,40159,0.09,0.89
7/02/2020,91165,0.35,24.82
7/02/2020,40220,0.09,0.89
7/02/2020,45328,0.44,75.35
7/02/2020,33860,0.09,0.89
7/02/2020,80560,0.35,171.1
7/02/2020,92993,22.25,3561.17
7/02/2020,49518,0.09,1.77
7/02/2020,30851,0.18,2.66
7/02/2020,68019,3.37,773.05
7/02/2020,45811,0.09,0.89
7/02/2020,85682,0.09,0.89
7/02/2020,16406,0.53,140.07
7/02/2020,93742,0.18,12.41
7/02/2020,54430,0.53,7.98
7/02/2020,80616,3.1,370.57
7/02/2020,10650,0.09,0.89
7/02/2020,29790,0.09,1.77
7/02/2020,46123,0.09,0.89
7/02/2020,24342,0.09,2.66
7/02/2020,36102,0.18,80.67
7/02/2020,47364,4.26,429.96
7/02/2020,41980,0.09,1.77
7/02/2020,64838,0.09,7.09
7/02/2020,78730,0.09,6.21
8/02/2020,80616,0.27,8.87
8/02/2020,24829,0.09,0.89
8/02/2020,97280,0.09,0.89
8/02/2020,54430,0.18,1.77
8/02/2020,50479,0.18,15.07
8/02/2020,90153,0.18,11.52
8/02/2020,13699,0.09,0.89
8/02/2020,13496,0.18,5.32
8/02/2020,55007,0.27,3.55
8/02/2020,53911,0.09,4.43
8/02/2020,69827,0.53,11.52
8/02/2020,80560,0.18,44.33
8/02/2020,16406,0.09,57.62
8/02/2020,61441,0.09,3.55
8/02/2020,25559,0.27,43.44
8/02/2020,28504,0.09,0.89
8/02/2020,15254,0.09,0.89
8/02/2020,41581,0.09,1.77
8/02/2020,54827,0.27,24.82
8/02/2020,92993,1.24,150.71
8/02/2020,32213,0.35,13.3
8/02/2020,13591,0.09,2.66
8/02/2020,11406,0.09,1.77
8/02/2020,73952,0.18,6.21
8/02/2020,99916,0.71,13.3
8/02/2020,92844,0.09,8.87
8/02/2020,69863,0.18,3.55
8/02/2020,36620,0.44,31.91
8/02/2020,33562,0.09,1.77
8/02/2020,68019,0.09,1.77
8/02/2020,11712,0.09,0.89
8/02/2020,51340,0.09,0.89
8/02/2020,95731,1.6,97.52
8/02/2020,26372,0.09,0.89
8/02/2020,26488,0.44,6.21
8/02/2020,24711,0.09,120.57
8/02/2020,47364,0.62,60.28
8/02/2020,85682,0.09,0.89
8/02/2020,28744,0.09,1.77
8/02/2020,64947,0.18,43.44
8/02/2020,57084,0.8,34.57
8/02/2020,98265,0.09,6.21
8/02/2020,12192,0.09,1.77
8/02/2020,43491,0.18,48.76
8/02/2020,77698,0.09,0.89
8/02/2020,70167,0.09,2.66
9/02/2020,34201,0.09,0.89
9/02/2020,13591,0.09,6.21
9/02/2020,36620,0.18,5.32
9/02/2020,13496,0.18,5.32
9/02/2020,26372,0.09,1.77
9/02/2020,55007,0.09,2.66
9/02/2020,50724,0.09,0.89
9/02/2020,11206,0.09,0.89
9/02/2020,98265,0.18,9.75
9/02/2020,16164,0.27,3.55
9/02/2020,85975,0.09,4.43
9/02/2020,66069,0.09,1.77
9/02/2020,72604,0.09,1.77
9/02/2020,94058,0.09,1.77
9/02/2020,57084,0.62,39.89
9/02/2020,50479,0.18,16.84
9/02/2020,69827,0.35,18.62
9/02/2020,13699,0.09,0.89
9/02/2020,80144,0.09,0.89
9/02/2020,73952,0.18,7.98
9/02/2020,69863,0.09,1.77
9/02/2020,75727,0.09,0.89
9/02/2020,64947,0.09,0.89
9/02/2020,28199,0.09,0.89
9/02/2020,54827,0.09,0.89
9/02/2020,47364,0.8,54.08
9/02/2020,33562,0.18,4.43
9/02/2020,17619,0.09,4.43
9/02/2020,68019,0.27,16.84
9/02/2020,28504,0.35,5.32
9/02/2020,95859,0.27,19.5
9/02/2020,88885,0.09,0.89
9/02/2020,33624,0.09,3.55
9/02/2020,65277,0.09,0.89
9/02/2020,97280,0.35,37.23
9/02/2020,80560,0.18,22.16
9/02/2020,14168,0.09,0.89
9/02/2020,99916,0.89,31.91
9/02/2020,95731,2.48,196.81
9/02/2020,51853,0.18,5.32
9/02/2020,92993,1.42,63.83
9/02/2020,36692,0.09,31.03
9/02/2020,80616,0.53,13.3
9/02/2020,64948,0.18,1.77
9/02/2020,42091,0.09,35.46
9/02/2020,26488,0.71,52.3
9/02/2020,94984,0.09,0.89
9/02/2020,25559,0.44,39.89
9/02/2020,91030,0.09,0.89
9/02/2020,24829,0.18,8.87
9/02/2020,32213,0.35,7.09
10/02/2020,12803,0.09,0.89
10/02/2020,40928,1.15,85.92
10/02/2020,42784,0.18,2.66
10/02/2020,55007,6.38,1201.06
10/02/2020,38876,0.09,1.77
10/02/2020,95253,0.09,95.66
10/02/2020,60825,0.27,2.66
10/02/2020,47364,10.45,1060.23
10/02/2020,46819,0.18,3.54
10/02/2020,13496,1.77,42.52
10/02/2020,29286,0.18,2.66
10/02/2020,21855,0.09,1.77
10/02/2020,53911,0.09,2.66
10/02/2020,80493,0.09,4.43
10/02/2020,64838,0.09,6.2
10/02/2020,68019,7.53,717.45
10/02/2020,24342,0.27,23.91
10/02/2020,97209,0.09,1.77
10/02/2020,50724,0.18,1.77
10/02/2020,10745,0.18,1.77
10/02/2020,13429,1.51,19.49
10/02/2020,65131,0.09,1.77
10/02/2020,80560,0.09,0.89
10/02/2020,95731,20.99,2117.8
10/02/2020,49062,0.18,1.77
10/02/2020,58986,0.09,0.89
10/02/2020,80414,0.09,0.89
10/02/2020,28744,0.18,5.31
10/02/2020,43491,0.53,110.72
10/02/2020,81400,0.09,0.89
10/02/2020,93742,0.8,92.12
10/02/2020,86059,0.44,11.51
10/02/2020,98265,4.34,550.93
10/02/2020,41980,0.27,13.29
10/02/2020,69827,5.58,327.72
10/02/2020,61384,0.09,3.54
10/02/2020,50479,0.35,27.46
10/02/2020,65358,0.09,0.89
10/02/2020,72758,0.18,22.14
10/02/2020,10625,0.27,7.09
10/02/2020,33185,1.77,169.18
10/02/2020,71406,1.33,21.26
10/02/2020,75451,0.18,7.09
10/02/2020,83248,0.09,0.89
10/02/2020,61441,1.77,41.63
10/02/2020,54827,0.97,197.52
10/02/2020,16468,0.09,2.66
10/02/2020,13699,1.06,13.29
10/02/2020,13117,0.09,0.89
10/02/2020,95859,1.06,131.98
10/02/2020,82213,0.18,113.37
10/02/2020,69863,0.71,9.74
10/02/2020,37376,0.09,0.89
10/02/2020,58894,0.09,1.77
10/02/2020,65277,0.18,2.66
10/02/2020,14998,0.18,6.2
10/02/2020,19320,0.09,0.89
10/02/2020,80659,0.53,5.31
10/02/2020,10533,0.18,7.09
10/02/2020,57949,1.77,847.65
10/02/2020,76219,0.09,4.43
10/02/2020,17619,0.18,5.31
10/02/2020,71152,0.27,3.54
10/02/2020,91030,0.53,30.12
10/02/2020,84152,0.18,3.54
10/02/2020,36620,0.62,30.12
10/02/2020,86407,0.09,1.77
10/02/2020,45005,0.18,2.66
10/02/2020,99916,12.4,552.7
10/02/2020,11237,0.18,14.17
10/02/2020,64124,0.89,15.94
10/02/2020,66069,0.09,1.77
10/02/2020,54430,0.27,2.66
10/02/2020,26372,0.44,18.6
10/02/2020,14769,0.09,3.54
10/02/2020,15225,0.27,5.31
10/02/2020,52175,0.18,14.17
10/02/2020,50712,0.18,126.66
10/02/2020,71805,1.06,17.71
10/02/2020,50129,0.09,0.89
10/02/2020,19334,0.09,0.89
10/02/2020,28504,0.71,107.17
10/02/2020,92844,2.57,144.38
10/02/2020,97280,10.98,2718.33
10/02/2020,92993,22.76,3759.08
10/02/2020,83270,0.09,0.89
10/02/2020,33326,0.09,0.89
10/02/2020,76661,0.09,0.89
10/02/2020,37373,0.09,0.89
10/02/2020,32340,0.09,1.77
10/02/2020,73952,7.88,378.21
10/02/2020,80144,0.35,7.97
10/02/2020,34696,0.09,0.89
10/02/2020,25559,10.19,1990.26
10/02/2020,43430,0.18,1.77
10/02/2020,94984,1.06,54.03
10/02/2020,45328,0.09,0.89
10/02/2020,48287,0.09,0.89
10/02/2020,70972,0.18,1.77
10/02/2020,85975,2.04,349.87
10/02/2020,13326,0.18,6.2
10/02/2020,83848,0.18,6.2
10/02/2020,94954,3.72,134.63
10/02/2020,30851,0.09,4.43
10/02/2020,32213,10.45,692.65
10/02/2020,16406,0.8,1253.32
10/02/2020,26488,9.92,2480.96
10/02/2020,15254,1.51,127.55
10/02/2020,11206,0.09,0.89
10/02/2020,16164,0.44,11.51
10/02/2020,16633,0.18,1.77
10/02/2020,49518,0.53,7.97
10/02/2020,36102,0.09,19.49
10/02/2020,48625,0.09,2.66
10/02/2020,24504,0.09,0.89
10/02/2020,23483,0.09,3.54
10/02/2020,32050,0.27,8.86
10/02/2020,14124,0.18,1.77
10/02/2020,11635,0.27,11.51
10/02/2020,18090,0.09,0.89
10/02/2020,33624,0.09,1.77
10/02/2020,39299,0.27,13.29
10/02/2020,11712,4.52,622.67
10/02/2020,26491,0.18,1.77
10/02/2020,80616,4.61,350.75
10/02/2020,51853,0.18,1.77
10/02/2020,35201,0.44,35.43
10/02/2020,24829,2.75,276.35
10/02/2020,91817,0.09,91.23
10/02/2020,41675,0.53,7.09
10/02/2020,33562,4.43,271.92
10/02/2020,49785,0.09,0.89
10/02/2020,14168,1.24,208.15
10/02/2020,72932,0.09,0.89
10/02/2020,64948,1.51,30.12
10/02/2020,96706,0.18,17.71
10/02/2020,77713,0.27,42.52
10/02/2020,78730,0.44,39.86
10/02/2020,83076,0.27,7.97
10/02/2020,44820,0.09,0.89
10/02/2020,16401,1.15,31
10/02/2020,79289,0.09,0.89
10/02/2020,57084,2.57,114.26
10/02/2020,51340,0.44,19.49
10/02/2020,49751,0.35,5.31
10/02/2020,46831,0.09,1.77
10/02/2020,13591,0.18,1.77
10/02/2020,94058,0.44,15.94
10/02/2020,64947,2.04,224.09
10/02/2020,73323,0.09,2.66
10/02/2020,69586,0.09,1.77
10/02/2020,24711,1.95,1716.56
10/02/2020,85836,1.51,53.14
11/02/2020,76661,0.09,2.66
11/02/2020,64915,0.09,0.89
11/02/2020,91165,0.97,49.6
11/02/2020,26488,8.95,2088.57
11/02/2020,51340,0.44,42.52
11/02/2020,39299,0.35,15.06
11/02/2020,72758,0.09,0.89
11/02/2020,97209,0.09,0.89
11/02/2020,65131,2.13,170.95
11/02/2020,10625,0.71,42.52
11/02/2020,14168,0.97,159.43
11/02/2020,16164,0.89,24.8
11/02/2020,17619,0.27,3.54
11/02/2020,50104,0.18,3.54
11/02/2020,88878,0.18,3.54
11/02/2020,77698,0.09,1.77
11/02/2020,10533,1.33,97.43
11/02/2020,93413,0.09,0.89
11/02/2020,69863,1.06,33.66
11/02/2020,65277,0.18,82.37
11/02/2020,14769,0.18,2.66
11/02/2020,49785,0.09,0.89
11/02/2020,46123,0.09,0.89
11/02/2020,62934,0.09,0.89
11/02/2020,13429,0.35,3.54
11/02/2020,73466,0.09,1.77
11/02/2020,54827,1.68,286.98
11/02/2020,99674,0.18,18.6
11/02/2020,35201,0.62,63.77
11/02/2020,73952,3.1,99.2
11/02/2020,41581,0.09,2.66
11/02/2020,80616,3.37,132.86
11/02/2020,66069,0.09,7.97
11/02/2020,33624,0.18,5.31
11/02/2020,68019,2.3,265.72
11/02/2020,24342,0.09,19.49
11/02/2020,24829,0.97,101.86
11/02/2020,18216,0.09,1.77
11/02/2020,11635,0.18,17.71
11/02/2020,89050,0.09,0.89
11/02/2020,52448,0.09,0.89
11/02/2020,33185,1.59,145.26
11/02/2020,29286,0.53,15.06
11/02/2020,90153,0.09,0.89
11/02/2020,97280,7,1099.2
11/02/2020,40928,5.31,235.61
11/02/2020,29322,0.62,14.17
11/02/2020,83567,0.09,3.54
11/02/2020,86816,0.27,4.43
11/02/2020,99916,12.49,499.56
11/02/2020,56603,0.09,4.43
11/02/2020,24504,0.09,0.89
11/02/2020,64947,1.51,252.44
11/02/2020,71805,0.35,5.31
11/02/2020,76122,0.18,1.77
11/02/2020,28701,0.09,5.31
11/02/2020,69429,0.18,3.54
11/02/2020,50129,0.18,2.66
11/02/2020,15225,0.18,7.09
11/02/2020,55007,11.07,1505.76
11/02/2020,95731,22.85,2327.72
11/02/2020,28504,3.01,507.53
11/02/2020,45005,0.09,18.6
11/02/2020,43491,0.62,116.03
11/02/2020,50712,1.42,804.25
11/02/2020,85975,0.09,7.97
11/02/2020,25559,13.37,2850.31
11/02/2020,60825,0.09,0.89
11/02/2020,49062,0.09,0.89
11/02/2020,11206,0.09,3.54
11/02/2020,35007,0.09,0.89
11/02/2020,29158,0.09,5.31
11/02/2020,92993,29.67,4730.74
11/02/2020,91397,0.09,0.89
11/02/2020,16633,0.09,2.66
11/02/2020,92918,0.09,0.89
11/02/2020,11237,0.27,12.4
11/02/2020,32654,0.09,0.89
11/02/2020,69586,0.09,0.89
11/02/2020,41587,0.09,1.77
11/02/2020,65358,0.09,0.89
11/02/2020,33562,3.9,259.52
11/02/2020,64124,0.09,0.89
11/02/2020,11712,4.52,755.54
11/02/2020,11585,0.09,0.89
11/02/2020,61384,0.09,0.89
11/02/2020,86059,0.8,34.54
11/02/2020,57084,3.63,189.55
11/02/2020,16401,0.35,12.4
11/02/2020,40159,0.09,1.77
11/02/2020,94954,5.31,162.09
11/02/2020,96706,0.18,14.17
11/02/2020,37017,0.09,0.89
11/02/2020,36620,0.18,19.49
11/02/2020,41675,0.18,3.54
11/02/2020,30851,0.09,0.89
11/02/2020,13496,1.77,52.26
11/02/2020,10745,0.27,2.66
11/02/2020,24711,1.51,849.42
11/02/2020,19101,0.09,7.09
11/02/2020,24573,0.09,1.77
11/02/2020,47261,0.09,3.54
11/02/2020,49518,0.18,8.86
11/02/2020,14124,0.09,30.12
11/02/2020,57293,0.18,7.09
11/02/2020,91030,0.09,1.77
11/02/2020,56028,0.09,4.43
11/02/2020,32213,9.65,980.51
11/02/2020,54430,0.18,8.86
11/02/2020,92844,3.37,186.89
11/02/2020,36102,0.09,0.89
11/02/2020,64948,2.57,79.72
11/02/2020,53775,0.09,1.77
11/02/2020,98265,2.3,155
11/02/2020,47364,10.54,1433.13
11/02/2020,83394,0.09,0.89
11/02/2020,50724,0.53,7.97
11/02/2020,80144,0.18,2.66
11/02/2020,11286,0.18,18.6
11/02/2020,85836,0.18,2.66
11/02/2020,77713,0.18,12.4
11/02/2020,93742,0.71,44.29
11/02/2020,52175,0.09,0.89
11/02/2020,28786,0.09,12.4
11/02/2020,41980,0.18,24.8
11/02/2020,40967,0.18,1.77
11/02/2020,80659,0.35,4.43
11/02/2020,49521,0.09,0.89
11/02/2020,61441,2.66,80.6
11/02/2020,84652,3.63,75.29
11/02/2020,75727,0.09,0.89
11/02/2020,50479,0.44,9.74
11/02/2020,15254,0.89,197.52
11/02/2020,87762,0.09,3.54
11/02/2020,13699,0.44,7.97
11/02/2020,53399,0.09,0.89
11/02/2020,95859,1.06,77.95
11/02/2020,32050,0.18,7.97
11/02/2020,57949,1.77,217.89
11/02/2020,94984,0.09,0.89
11/02/2020,16406,0.97,884.85
11/02/2020,88925,0.09,0.89
11/02/2020,49751,0.09,11.51
11/02/2020,45328,0.09,5.31
11/02/2020,78730,0.27,6.2
11/02/2020,69827,5.76,430.47
11/02/2020,26372,0.35,20.37
11/02/2020,86703,0.09,0.89
11/02/2020,49687,0.09,0.89
11/02/2020,83848,0.09,0.89
11/02/2020,92867,0.27,3.54
11/02/2020,14998,0.18,2.66
11/02/2020,49619,0.09,0.89
11/02/2020,82213,0.18,22.14
12/02/2020,14998,0.09,10.63
12/02/2020,96706,0.18,30.12
12/02/2020,86059,1.24,67.32
12/02/2020,53775,0.09,114.26
12/02/2020,42091,0.18,5.31
12/02/2020,57084,2.92,366.7
12/02/2020,61441,2.66,193.98
12/02/2020,29790,0.09,1.77
12/02/2020,99066,0.09,0.89
12/02/2020,26491,0.09,0.89
12/02/2020,73952,4.25,321.52
12/02/2020,95859,0.71,73.52
12/02/2020,78818,0.09,0.89
12/02/2020,64947,1.24,127.55
12/02/2020,85975,1.68,558.02
12/02/2020,89802,0.09,7.97
12/02/2020,96116,0.18,5.31
12/02/2020,94175,0.09,9.74
12/02/2020,41587,0.09,1.77
12/02/2020,36620,0.18,44.29
12/02/2020,94984,1.33,80.6
12/02/2020,31827,0.09,12.4
12/02/2020,95990,0.09,0.89
12/02/2020,75727,1.06,154.12
12/02/2020,14370,0.09,0.89
12/02/2020,94954,6.73,316.21
12/02/2020,39299,0.27,56.69
12/02/2020,84700,0.09,1.77
12/02/2020,94158,0.18,4.43
12/02/2020,92993,20.02,5292.29
12/02/2020,35201,0.18,120.46
12/02/2020,41675,0.53,60.23
12/02/2020,10745,0.09,0.89
12/02/2020,93693,0.09,0.89
12/02/2020,91165,0.18,16.83
12/02/2020,85836,1.77,170.95
12/02/2020,71430,0.09,0.89
12/02/2020,11206,0.09,0.89
12/02/2020,24829,1.24,412.75
12/02/2020,32340,0.09,14.17
12/02/2020,15225,0.71,23.03
12/02/2020,93690,0.09,1.77
12/02/2020,65277,0.09,1.77
12/02/2020,90153,0.18,7.97
12/02/2020,39048,0.09,3.54
12/02/2020,16406,0.71,2007.09
12/02/2020,61384,0.09,1.77
12/02/2020,93256,0.09,3.54
12/02/2020,14168,0.89,206.38
12/02/2020,50724,0.09,3.54
12/02/2020,93742,0.53,77.06
12/02/2020,79673,0.09,0.89
12/02/2020,66551,0.09,23.91
12/02/2020,57949,1.24,726.31
12/02/2020,26488,10.89,4650.13
12/02/2020,22879,0.09,1.77
12/02/2020,76661,0.09,1.77
12/02/2020,33562,6.02,666.96
12/02/2020,13326,0.09,0.89
12/02/2020,11237,0.18,13.29
12/02/2020,72758,0.09,0.89
12/02/2020,80616,6.29,457.93
12/02/2020,86703,0.09,4.43
12/02/2020,47364,13.29,2819.31
12/02/2020,54827,0.8,126.66
12/02/2020,24342,0.18,74.4
12/02/2020,19101,0.09,3.54
12/02/2020,11712,4.78,1275.47
12/02/2020,33185,1.33,254.21
12/02/2020,28504,3.19,271.04
12/02/2020,10625,1.06,82.37
12/02/2020,13496,2.3,97.43
12/02/2020,12803,0.18,19.49
12/02/2020,32213,8.68,1718.33
12/02/2020,26372,0.27,62.89
12/02/2020,80560,0.18,98.32
12/02/2020,30851,0.18,3.54
12/02/2020,64838,0.09,46.06
12/02/2020,49062,0.18,3.54
12/02/2020,69827,6.64,683.79
12/02/2020,80659,0.18,3.54
12/02/2020,50712,0.53,193.98
12/02/2020,95253,0.09,17.71
12/02/2020,49751,0.09,1.77
12/02/2020,25559,13.11,5050.49
12/02/2020,92145,0.09,5.31
12/02/2020,98265,4.34,767.05
12/02/2020,16633,0.09,1.77
12/02/2020,86816,0.09,1.77
12/02/2020,32050,0.27,16.83
12/02/2020,46831,0.09,8.86
12/02/2020,29322,0.09,1.77
12/02/2020,97209,0.09,1.77
12/02/2020,83076,0.09,5.31
12/02/2020,82213,0.18,20.37
12/02/2020,64124,0.97,62
12/02/2020,94058,0.27,5.31
12/02/2020,84516,0.09,0.89
12/02/2020,83567,0.09,6.2
12/02/2020,22856,0.09,3.54
12/02/2020,55920,0.09,56.69
12/02/2020,53911,0.09,0.89
12/02/2020,55007,7.62,1023.03
12/02/2020,77794,0.18,1.77
12/02/2020,99792,0.09,0.89
12/02/2020,37963,0.09,7.09
